InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,CustomerName,Email,Address,PhoneNumber,Category,Supplier,StockLevel,Discount,SaleChannel,ReturnStatus,ProductWeight,ProductDimensions,ShippingCost,SalesRegion,PromotionCode,PaymentMethod
536577.0,22310,IVORY KNITTED MUG COSY,6,12/1/2010 12:27,1.65,10628,United Kingdom,Bob Taylor,bob.taylor@demo.net,253 High St,555-475-3033,Books,Supplier E,46,32.95,Online,Returned,7.73,99x52x79 cm,17.82,Australia,SALE15,Credit Card
536537.0,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,12/1/2010 11:47,3.75,19821,United Kingdom,Grace Brown,grace.brown@example.com,256 Oak St,555-575-4462,Books,Supplier D,546,1.35,Online,Not Returned,4.99,47x56x86 cm,12.38,Asia,PROMO10,Bank Transfer
536734.0,84879,ASSORTED COLOUR BIRD ORNAMENT,32,12/1/2010 15:04,1.69,17778,United Kingdom,Frank Taylor,frank.taylor@test.org,883 Elm St,555-201-8009,Clothing,Supplier C,945,11.1,Online,Returned,5.28,14x90x28 cm,8.71,Australia,,Bank Transfer
536600.0,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/1/2010 12:50,2.95,13696,U.K.,Grace Johnson,grace.johnson@example.com,253 High St,555-174-7981,Toys,Supplier D,78,11.55,In-Store,Returned,4.33,87x78x88 cm,18.06,South America,PROMO20,PayPal
536500.0,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG: details,20,12/1/2010 11:10,2.95,13674,STRIPED CHARLIE+LOLA CHARLOTTE BAG: details,David Williams,david.williams@mail.com,390 Broadway,555-984-4564,Books,Supplier E,730,33.59,In-Store,Not Returned,0.35,2x26x14 cm,11.68,North America,DISCOUNT5,Cash
536395.0,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/1/2010 9:25,2.95,13929,United Kingdom,Alice Jones,alice.jones@mail.com,921 Cedar St,555-880-1362,Sports,Supplier B,813,0.99,Online,Not Returned,1.17,59x56x7 cm,12.72,Australia,SALE15,Cash
536588.0,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,-20,01/01/1900 00:00,2.95,12765,United Kingdom,Alice Davis,alice.davis@mail.com,709 Pine St,555-433-1001,Beauty,Supplier D,923,5.21,In-Store,Not Returned,0.41,3x23x18 cm,10.39,Australia,SALE15,Cash
536693.0,21731,"{""description"": ""RED TOADSTOOL LED NIGHT LIGHT""}",12,12/1/2010 14:23,1.65,14369,United Kingdom,Grace Moore,grace.moore@demo.net,709 Pine St,555-847-1271,Clothing,Supplier B,73,40.0,Online,Returned,6.4,38x99x15 cm,13.89,North America,PROMO20,PayPal
,22112,  CHOCOLATE HOT WATER BOTTLE  ,10,12/1/2010 11:18,339.0,18307,United Kingdom,David Taylor,david.taylor@example.com,256 Oak St,555-939-5440,Clothing,Supplier C,794,8.93,In-Store,Returned,3.21,64x89x28 cm,7.45,Asia,,Cash
536575.0,22748,  POPPY'S PLAYHOUSE KITCHEN  ,6,12/1/2010 12:25,2.1,14956,United Kingdom,Charlie Smith,charlie.smith@demo.net,815 Maple St,555-663-6690,Toys,Supplier A,249,32.64,Online,Not Returned,5.13,74x39x57 cm,10.87,North America,SALE15,Bank Transfer
536564.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,01/01/2050 00:00,2.55,10692,United Kingdom,Alice Moore,alice.moore@demo.net,594 Market St,555-392-9234,Clothing,Supplier C,47,11.91,In-Store,Not Returned,9.08,17x86x90 cm,19.54,Australia,PROMO20,Credit Card
536630.0,22752,SET 7 BABUSHKA NESTING BOXES,2,01/12/2010 25:61,7.65,13162,United Kingdom,Jane Brown,jane.brown@mail.com,815 Maple St,555-256-2098,Clothing,Supplier D,121,4.97,Online,Not Returned,2.57,44x25x17 cm,8.87,Asia,PROMO10,Bank Transfer
536408.0,22469,HEART  OF  WICKER  LARGE,6,12/1/2010 9:38,2.95,11105,United Kingdom,Charlie Brown,charlie.brown@mail.com,594 Market St,555-709-7136,Books,Supplier B,214,12.16,Online,Not Returned,4.16,13x84x25 cm,14.85,Asia,,Bank Transfer
536421.0,22745,POPPY'S  PLAYHOUSE  BEDROOM,6,12/1/2010 9:51,2.1,13008,United Kingdom,Eva Brown,eva.brown@demo.net,815 Maple St,555-826-3736,Toys,Supplier B,239,36.11,In-Store,Not Returned,7.58,68x10x67 cm,9.88,North America,DISCOUNT5,Credit Card
536647.0,22112,CHOCOLATE HOT WATER BOTTLE,10,12/1/2010 13:37,3.39,12161,United Kingdom,Grace Moore,grace.moore@example.com,921 Cedar St,555-826-5223,Books,Supplier E,56,42.78,Online,Not Returned,2.37,18x86x34 cm,16.6,Australia,SALE15,Bank Transfer
536485.0,21756,DOORMAT NEW ENGLAND,unknown,12/1/2010 10:55,unknown,18345,United Kingdom,Frank Smith,frank.smith@test.org,390 Broadway,555-438-6895,Beauty,Supplier B,350,41.51,In-Store,Returned,0.86,8x40x83 cm,6.96,South America,PROMO20,PayPal
536664.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2010 13:54,2.55,13699,United Kingdom,John Moore,john.moore@demo.net,390 Broadway,555-423-2040,Automotive,Supplier E,107,19.86,In-Store,Returned,2.97,42x41x6 cm,19.55,Australia,PROMO10,Credit Card
536427.0,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,12/1/2010 9:57,9.95,13786,United Kingdom,Grace Wilson,grace.wilson@example.com,253 High St,555-401-9202,Beauty,Supplier A,831,33.4,Online,Returned,1.7,52x26x64 cm,11.81,Europe,DISCOUNT5,Bank Transfer
536710.0,22111,SCANDINAVIAN REDS RIBBONS,10,12/1/2010 14:40,1.65,19256,United Kingdom,John Smith,john.smith@mail.com,450 Ash St,555-500-6913,Automotive,Supplier D,48,10.25,In-Store,Not Returned,9.3,98x59x56 cm,8.54,South America,PROMO20,Gift Card
536482.0,21755,LOVE BUILDING BLOCK WORD,3,12/01/2010 10:52,5.95,14200,United Kingdom,John Wilson,john.wilson@mail.com,390 Broadway,555-458-5435,Books,Supplier E,573,14.66,In-Store,Not Returned,8.1,59x70x33 cm,6.1,Asia,PROMO20,Bank Transfer
536517.0,21731,RED TOADSTOOL LED NIGHT LIGHT,12,01-12-2010 11:27,1.65,11913,United Kingdom,Grace Wilson,grace.wilson@example.com,390 Broadway,555-488-4760,Beauty,Supplier A,337,44.82,In-Store,Not Returned,6.37,53x22x21 cm,7.55,South America,DISCOUNT5,PayPal
536477.0,22310,,6,12/1/2010 10:47,1.65,19408,United Kingdom,Eva Williams,eva.williams@test.org,883 Elm St,555-721-8117,Toys,Supplier B,26,0.65,In-Store,Not Returned,8.73,70x70x4 cm,12.8,Asia,PROMO10,Cash
536384.0,22570,"{""description"": ""{""description"": ""RED GLASS CANDLE HOLDER STAR""}""}",6,Date: 12/1/2010 9:14,2.95,15520,United Kingdom,Jane Smith,jane.smith@mail.com,883 Elm St,555-101-7368,Electronics,Supplier B,804,4.28,In-Store,Not Returned,8.06,94x75x62 cm,10.06,Asia,PROMO10,Bank Transfer
536367.0,22748,***POPPY'S PLAYHOUSE KITCHEN***,6,12/1/2010 8:34,2.1,11772,United Kingdom,Grace Smith,grace.smith@mail.com,253 High St,555-990-8206,Books,Supplier A,257,10.39,Online,Not Returned,1.95,62x94x95 cm,17.43,South America,,Cash
536581.0,21754,HOME BUILDING BLOCK WORD,3,12/1/2010 12:31,5.95,12780,United Kingdom,John Wilson,john.wilson@mail.com,450 Ash St,555-693-2000,Automotive,Supplier B,8,1.33,In-Store,Returned,8.94,24x55x9 cm,11.46,Asia,SALE15,Gift Card
536658.0,22139,RETROSPOT TEA SET CERAMIC 11 PC,-6,12/1/2010 13:48,6.95,17423,United Kingdom,Bob Brown,bob.brown@example.com,256 Oak St,555-906-8486,Sports,Supplier A,625,9.07,In-Store,Returned,5.44,3x31x40 cm,8.73,Asia,DISCOUNT5,Bank Transfer
536545.0,22960,JAM MAKING SET WITH JARS,6,12/1/2010 11:55,4.25,12871,United Kingdom,Bob Brown,bob.brown@demo.net,883 Elm St,555-689-6490,Automotive,Supplier E,867,29.15,In-Store,Not Returned,8.09,36x24x95 cm,14.26,Europe,DISCOUNT5,Credit Card
536403.0,84907B,PACK OF 12 RED RETROSPOT TISSUES,200,12/1/2010 9:33,85.0,10660,United Kingdom,Bob Williams,bob.williams@mail.com,256 Oak St,555-496-9684,Sports,Supplier E,253,21.07,In-Store,Returned,8.97,6x66x84 cm,15.6,Australia,DISCOUNT5,Cash
536672.0,22632,***HAND WARMER RED POLKA DOT***,6,12/1/2010 14:02,1.85,16242,United Kingdom,John Brown,john.brown@demo.net,547 Main St,555-248-4850,Clothing,Supplier A,692,44.63,In-Store,Not Returned,3.25,92x75x4 cm,7.51,Australia,PROMO10,Gift Card
536428.0,21754,HOME BUILDING BLOCK WORD,3,12/1/2010 9:58,5.95,11132,United Kingdom,Charlie Smith,charlie.smith@test.org,883 Elm St,555-893-5124,Beauty,Supplier E,719,40.87,Online,Returned,1.19,79x6x94 cm,7.51,Europe,SALE15,Credit Card
536582.0,21755,LOVE BUILDING BLOCK WORD,3,12/1/2010 12:32,5.95,10699,United Kingdom,Alice Wilson,alice.wilson@mail.com,921 Cedar St,555-262-4056,Sports,Supplier E,303,17.09,In-Store,Not Returned,2.36,51x62x57 cm,5.55,South America,,Credit Card
536468.0,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,12/1/2010 10:38,3.39,17470,United Kingdom,John Miller,john.miller@mail.com,450 Ash St,555-674-6704,Automotive,Supplier E,639,12.97,Online,Not Returned,4.33,66x79x75 cm,16.05,North America,PROMO20,Credit Card
536504.0,21914,BLUE HARMONICA IN BOX,12,12/1/2010 11:14,1.25,16297,United Kingdom,Frank Williams,frank.williams@test.org,253 High St,555-638-2607,Clothing,Supplier C,56,18.98,Online,Returned,8.2,8x26x51 cm,14.96,North America,PROMO20,Credit Card
536595.0,22139,"[""description"": ""RETROSPOT TEA SET CERAMIC 11 PC""]",6,12/1/2010 12:45,6.95,17812,United Kingdom,Frank Johnson,frank.johnson@mail.com,547 Main St,555-784-2927,Electronics,Supplier D,726,29.51,Online,Returned,8.62,45x44x5 cm,12.12,North America,DISCOUNT5,Bank Transfer
536593.0,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/1/2010 12:43,1.65,14557,United Kingdom,Jane Johnson,jane.johnson@demo.net,450 Ash St,555-813-7047,Toys,Supplier B,526,13.4,Online,Not Returned,0.17,70x26x68 cm,17.66,Europe,SALE15,Bank Transfer
536689.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2010 14:19,2.55,12179,United Kingdom,Bob Jones,bob.jones@example.com,921 Cedar St,555-785-4633,Toys,Supplier C,474,31.21,In-Store,Not Returned,5.16,19x84x97 cm,17.09,Europe,PROMO10,Bank Transfer
536554.0,22632,,6,12/1/2010 12:04,1.85,19065,United Kingdom,Bob Williams,bob.williams@demo.net,450 Ash St,555-411-6408,Toys,Supplier E,28,20.47,Online,Returned,4.23,20x12x47 cm,13.78,Asia,SALE15,Gift Card
536570.0,21730,GLASS STAR FROSTED T-LIGHT HOLDER,unknown,12/1/2010 12:20,unknown,18275,United Kingdom,Charlie Wilson,charlie.wilson@example.com,921 Cedar St,555-847-1271,Sports,Supplier A,983,27.6,Online,Returned,2.3,1x90x14 cm,18.02,North America,SALE15,Gift Card
536410.0,22386,JUMBO BAG PINK POLKADOT,10,12/1/2010 9:40,1.95,11422,United Kingdom,Alice Williams,alice.williams@example.com,921 Cedar St,555-911-4665,Electronics,Supplier E,78,21.81,In-Store,Not Returned,1.29,64x38x37 cm,8.09,South America,PROMO10,Gift Card
536392.0,22632,HAND WARMER RED POLKA DOT,6,12/1/2010 9:22,1.85,13180,United Kingdom,Eva Johnson,eva.johnson@demo.net,256 Oak St,555-218-5491,Sports,Supplier D,216,14.72,In-Store,Returned,3.44,11x77x3 cm,6.68,South America,DISCOUNT5,PayPal
536505.0,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/1/2010 11:15,1.65,14316,United Kingdom,Grace Wilson,grace.wilson@demo.net,815 Maple St,555-981-1968,Beauty,Supplier E,386,47.42,In-Store,Not Returned,9.43,33x6x50 cm,9.05,North America,SALE15,Gift Card
536583.0,21777,RECIPE BOX WITH METAL HEART,4,12/1/2010 12:33,7.95,16696,United Kingdom,Bob Miller,bob.miller@demo.net,547 Main St,555-693-4294,Sports,Supplier A,365,38.18,Online,Not Returned,3.3,10x5x23 cm,5.86,North America,PROMO20,Bank Transfer
536639.0,BOX OF 6 ASSORTED COLOUR TEASPOONS,,6,12/1/2010 13:29,4.25,19583,United Kingdom,Henry Moore,henry.moore@demo.net,450 Ash St,555-984-4564,Electronics,Supplier D,666,7.01,In-Store,Not Returned,5.24,10x44x2 cm,12.97,North America,PROMO10,Bank Transfer
536722.0,22111,SCANDINAVIAN REDS RIBBONS,10,12/1/2010 14:52,"1,65",10614,United Kingdom,Charlie Jones,charlie.jones@test.org,594 Market St,555-754-8232,Electronics,Supplier E,526,43.42,In-Store,Not Returned,7.06,13x40x2 cm,19.05,Europe,,PayPal
536618.0,22960,JAM MAKING SET WITH JARS,6,12/1/2010 13:08,4.25,14570,United Kingdom,Grace Davis,grace.davis@mail.com,547 Main St,555-370-3844,Beauty,Supplier D,699,24.37,Online,Returned,3.7,84x65x63 cm,5.59,Europe,DISCOUNT5,PayPal
536687.0,21724,RED HARMONICA IN BOX,10,01/01/1900 00:00,1.25,10270,United Kingdom,Henry Smith,henry.smith@example.com,815 Maple St,555-594-9357,Electronics,Supplier B,312,44.73,In-Store,Returned,9.72,73x17x9 cm,6.83,Europe,PROMO10,Gift Card
536702.0,71053,WHITE METAL LANTERN,6,12/1/2010 14:32,3.39,12468,United Kingdom,Bob Brown,bob.brown@demo.net,547 Main St,555-137-6370,Automotive,Supplier B,883,39.99,In-Store,Returned,9.63,75x15x24 cm,11.78,Australia,,Cash
536511.0,21724,RED HARMONICA IN BOX,10,12/1/2010 11:21,1.25,19582,Germany,Eva Brown,eva.brown@demo.net,390 Broadway,555-734-2925,Electronics,Supplier E,7,21.26,In-Store,Returned,2.59,38x35x94 cm,19.01,South America,,PayPal
536374.0,21731,RED TOADSTOOL LED NIGHT LIGHT,12,01/01/2050 00:00,1.65,13607,Germany,Henry Moore,henry.moore@demo.net,594 Market St,555-575-4462,Toys,Supplier D,3,1.12,In-Store,Returned,5.02,95x49x69 cm,9.74,South America,SALE15,Credit Card
536557.0,22960,JAM MAKING SET WITH JARS,6,12/1/2010 12:07,4.25,13075,Germany,Charlie Miller,charlie.miller@test.org,815 Maple St,555-830-5263,Automotive,Supplier A,623,13.43,Online,Returned,3.08,62x60x50 cm,12.61,Asia,SALE15,Bank Transfer
536486.0,22111,SCANDINAVIAN REDS RIBBONS: details,10,12/1/2010 10:56,1.65,10289,Germany,Frank Wilson,frank.wilson@demo.net,256 Oak St,555-799-5543,Automotive,Supplier E,919,27.08,In-Store,Returned,2.92,78x75x9 cm,5.62,Europe,SALE15,Credit Card
536706.0,22960,,6,12/1/2010 14:36,4.25,18120,Germany,John Williams,john.williams@demo.net,450 Ash St,555-712-5090,Beauty,Supplier B,750,31.67,In-Store,Not Returned,0.47,34x76x99 cm,7.23,Australia,PROMO10,Bank Transfer
536594.0,22960,JAM MAKING SET WITH JARS,6,12/1/2010 12:44,4.25,16614,Germany,John Smith,john.smith@demo.net,709 Pine St,555-218-5491,Home & Garden,Supplier B,363,12.89,Online,Returned,6.13,35x1x40 cm,19.8,Australia,PROMO10,Bank Transfer
536690.0,71053,***WHITE METAL LANTERN***,6,12/1/2010 14:20,3.39,13252,### united kingdom ###,John Brown,john.brown@mail.com,815 Maple St,555-988-4117,Home & Garden,Supplier E,751,6.97,In-Store,Returned,5.08,64x22x60 cm,19.48,South America,DISCOUNT5,PayPal
536571.0,22633,HAND WARMER UNION JACK,6,12/1/2010 12:21,1.85,17415,Germany,Grace Taylor,grace.taylor@test.org,253 High St,555-984-4564,Electronics,Supplier D,508,41.75,Online,Not Returned,0.61,64x93x72 cm,5.07,Europe,SALE15,PayPal
536599.0,21724,RED HARMONICA IN BOX,10,12/1/2010 12:49,1.25,16771,Germany,Jane Jones,jane.jones@demo.net,450 Ash St,555-760-2750,Automotive,Supplier B,274,49.22,In-Store,Returned,2.86,11x14x60 cm,19.28,Asia,,Credit Card
536699.0,21724,RED HARMONICA IN BOX,10,12/1/2010 14:29,1.25,10278,Germany,Alice Miller,alice.miller@example.com,815 Maple St,555-723-4452,Home & Garden,Supplier D,506,26.28,Online,Returned,9.09,30x35x85 cm,14.59,Europe,PROMO20,Bank Transfer
536624.0,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/1/2010 13:14,2.95,10580,Germany,John Moore,john.moore@example.com,390 Broadway,555-803-1686,Home & Garden,Supplier B,806,8.58,Online,Not Returned,2.47,37x5x83 cm,18.02,North America,DISCOUNT5,Credit Card
536712.0,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/1/2010 14:42,2.95,14958,Germany,Frank Moore,frank.moore@example.com,709 Pine St,555-121-5569,Electronics,Supplier B,739,13.62,Online,Returned,1.53,78x26x62 cm,11.82,Europe,PROMO10,Cash
536654.0,22632,"{""DESCRIPTION"": [""HAND WARMER RED POLKA DOT""]}",6,12/1/2010 13:44,1.85,18445,Germany,Jane Brown,jane.brown@test.org,390 Broadway,555-990-9219,Home & Garden,Supplier C,883,0.92,Online,Returned,4.95,4x89x42 cm,12.73,North America,DISCOUNT5,Credit Card
536711.0,21724,RED HARMONICA IN BOX,10,12/1/2010 14:41,1.25,14276,Germany,Grace Taylor,grace.taylor@test.org,709 Pine St,555-663-6690,Sports,Supplier B,15,45.71,In-Store,Returned,9.86,89x18x40 cm,12.33,North America,DISCOUNT5,Gift Card
536644.0,21777,RECIPE BOX WITH METAL HEART,4,12/1/2010 13:34,795.0,17997,Germany,Charlie Johnson,charlie.johnson@example.com,253 High St,555-526-4249,Clothing,Supplier A,192,5.89,Online,Not Returned,2.5,72x39x14 cm,15.0,Asia,DISCOUNT5,Credit Card
536424.0,22310,ivory  knitted  mug  cosy,6,12/1/2010 9:54,1.65,14776,Germany,Frank Miller,frank.miller@demo.net,450 Ash St,555-657-5225,Beauty,Supplier E,985,28.83,In-Store,Returned,6.75,32x51x38 cm,7.09,South America,DISCOUNT5,Gift Card
536562.0,21724,"[""description"": ""RED HARMONICA IN BOX""]",10,12/1/2010 12:12,1.25,10824,Germany,David Smith,david.smith@test.org,256 Oak St,555-626-7640,Clothing,Supplier E,631,13.7,Online,Returned,7.64,97x23x63 cm,5.45,Europe,PROMO20,Gift Card
536507.0,22139,RETROSPOT TEA SET CERAMIC 11 PC,6,12/1/2010 11:17,6.95,13832,Germany,Eva Williams,eva.williams@example.com,390 Broadway,555-990-9219,Electronics,Supplier D,485,27.71,Online,Not Returned,2.45,15x97x25 cm,9.62,North America,SALE15,Gift Card
536478.0,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,12/1/2010 10:48,4.25,18891,Germany,Henry Davis,henry.davis@example.com,390 Broadway,555-936-2229,Toys,Supplier B,28,32.57,Online,Returned,7.31,17x97x66 cm,15.57,Europe,,Cash
536544.0,21777,RECIPE BOX WITH METAL HEART,4,01/01/1900 00:00,7.95,15445,Germany,David Johnson,david.johnson@demo.net,921 Cedar St,555-920-9646,Beauty,Supplier A,714,41.49,In-Store,Not Returned,3.74,78x53x51 cm,8.03,South America,DISCOUNT5,Credit Card
536565.0,71053,WHITE METAL LANTERN,6,12/1/2010 12:15,3.39,11380,Germany,Henry Davis,henry.davis@mail.com,709 Pine St,555-754-8232,Electronics,Supplier D,39,10.32,Online,Not Returned,6.36,39x51x70 cm,15.1,South America,DISCOUNT5,Credit Card
536516.0,21914,"{""description"": [""BLUE HARMONICA IN BOX""]}",12,12/1/2010 11:26,1.25,19865,Germany,John Jones,john.jones@test.org,883 Elm St,555-139-7183,Automotive,Supplier C,953,0.55,In-Store,Returned,6.37,6x67x7 cm,19.55,Australia,DISCOUNT5,Cash
536533.0,22632,HAND WARMER RED POLKA DOT,6,12/1/2010 11:43,1.85,16534,Germany,Henry Jones,henry.jones@demo.net,450 Ash St,555-833-2875,Toys,Supplier D,273,6.84,In-Store,Not Returned,5.4,51x72x42 cm,6.41,South America,SALE15,Bank Transfer
536645.0,22960,JAM MAKING SET WITH JARS,6,12/1/2010 13:35,4.25,13156,Germany,Alice Williams,alice.williams@example.com,709 Pine St,555-826-5223,Clothing,Supplier D,231,45.0,In-Store,Not Returned,0.99,64x15x29 cm,15.09,Asia,PROMO10,PayPal
,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/1/2010 13:02,2.95,14307,Germany,Jane Brown,jane.brown@example.com,921 Cedar St,555-111-2560,Electronics,Supplier B,86,43.69,In-Store,Returned,8.37,33x94x27 cm,11.66,North America,PROMO10,Credit Card
536532.0,22633,"[""description"": ""HAND WARMER UNION JACK""]",6,12/1/2010 11:42,1.85,15634,Germany,Charlie Williams,charlie.williams@demo.net,547 Main St,555-258-4223,Automotive,Supplier C,474,29.87,In-Store,Not Returned,3.28,36x29x38 cm,18.02,Australia,PROMO20,PayPal
,22634,BAKING SET 9 PIECE RETROSPOT,6,12/1/2010 14:27,4.95,18575,Germany,Alice Moore,alice.moore@test.org,709 Pine St,555-990-1951,Beauty,Supplier D,126,30.03,In-Store,Not Returned,1.95,57x97x27 cm,7.66,Asia,PROMO10,Cash
536597.0,22634,InvalidDescription123,6,12/1/2010 12:47,4.95,15810,Germany,Bob Davis,bob.davis@mail.com,256 Oak St,555-704-6592,Beauty,Supplier A,812,33.25,In-Store,Returned,0.5,55x33x68 cm,15.39,Europe,DISCOUNT5,Bank Transfer
536730.0,22752,,20,12/1/2010 15:00,765.0,18533,Germany,Jane Williams,jane.williams@mail.com,450 Ash St,555-363-8970,Books,Supplier A,537,8.77,In-Store,Returned,5.95,86x66x10 cm,17.57,North America,DISCOUNT5,Bank Transfer
536579.0,22623,BOX OF VINTAGE JIGSAW BLOCKS,3,12/1/2010 12:29,495.0,15934,Germany,Bob Johnson,bob.johnson@example.com,921 Cedar St,555-906-8486,Automotive,Supplier E,145,45.72,In-Store,Returned,6.81,5x74x97 cm,19.17,South America,DISCOUNT5,Bank Transfer
536488.0,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/1/2010 10:58,2.95,13109,Germany,Frank Smith,frank.smith@test.org,547 Main St,555-458-5435,Sports,Supplier C,525,20.94,Online,Not Returned,0.26,38x13x31 cm,15.25,North America,PROMO20,Cash
536737.0,22749,***FELTCRAFT PRINCESS CHARLOTTE DOLL***,8,12/1/2010 15:07,3.75,14082,Germany,David Moore,david.moore@mail.com,594 Market St,555-298-1959,Home & Garden,Supplier C,212,19.16,Online,Returned,5.17,47x88x52 cm,12.46,Europe,DISCOUNT5,Gift Card
536519.0,22139,"[""description"": ""RETROSPOT TEA SET CERAMIC 11 PC""]",6,Date: 01/01/2050 00:00,"6,95",13240,Germany,Grace Davis,grace.davis@test.org,921 Cedar St,555-219-7353,Toys,Supplier E,25,25.95,Online,Not Returned,2.34,56x15x29 cm,14.27,Australia,PROMO10,Gift Card
536390.0,22752,SET 7 BABUSHKA NESTING BOXES,2,01/12/2010 25:61,7.65,16028,Germany,Alice Wilson,alice.wilson@test.org,594 Market St,555-267-3139,Automotive,Supplier D,580,2.35,Online,Not Returned,6.49,8x5x29 cm,18.03,Australia,SALE15,PayPal
536365.0,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,12/1/2010 8:26,425.0,11849,Germany,Eva Davis,eva.davis@example.com,450 Ash St,555-835-3768,Books,Supplier C,394,8.31,Online,Not Returned,1.83,47x68x76 cm,13.56,Australia,SALE15,Gift Card
536462.0,21724,RED HARMONICA IN BOX,10,12/1/2010 10:32,1.25,18497,Germany,Charlie Johnson,charlie.johnson@mail.com,390 Broadway,555-924-1645,Home & Garden,Supplier A,67,36.9,In-Store,Not Returned,6.94,45x2x27 cm,5.46,South America,,Gift Card
536409.0,22384,  PACK OF 6 SMALL FRUIT STRAWS  ,15,12/1/2010 9:39,1.25,12749,Germany,Charlie Brown,charlie.brown@demo.net,921 Cedar St,555-404-2895,Home & Garden,Supplier A,233,4.14,In-Store,Not Returned,3.93,95x36x36 cm,18.96,Asia,PROMO10,Bank Transfer
536743.0,21755,LOVE BUILDING BLOCK WORD,3,12/1/2010 15:13,5.95,16680,Germany,Eva Johnson,eva.johnson@example.com,253 High St,555-375-3740,Electronics,Supplier B,109,30.16,In-Store,Not Returned,9.37,26x43x27 cm,15.34,Asia,DISCOUNT5,Bank Transfer
536396.0,22623,BOX OF VINTAGE JIGSAW BLOCKS,3,12/1/2010 9:26,4.95,19327,BOX OF VINTAGE JIGSAW BLOCKS,David Miller,david.miller@mail.com,594 Market St,555-103-7809,Home & Garden,Supplier C,146,12.27,In-Store,Not Returned,1.46,69x20x11 cm,15.15,North America,SALE15,PayPal
536478.0,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,12/1/2010 10:48,4.25,10205,Germany,John Davis,john.davis@mail.com,256 Oak St,555-159-7573,Sports,Supplier D,111,19.46,In-Store,Returned,3.48,74x38x6 cm,8.24,South America,PROMO10,Credit Card
536546.0,21756,***DOORMAT NEW ENGLAND***,10,12/1/2010 11:56,7.95,17352,Germany,Alice Wilson,alice.wilson@mail.com,253 High St,555-836-4591,Beauty,Supplier E,228,14.43,In-Store,Returned,1.22,72x23x47 cm,14.88,Australia,SALE15,PayPal
536674.0,22745,,6,12/1/2010 14:04,2.1,14591,Germany,Alice Wilson,alice.wilson@mail.com,815 Maple St,555-972-9946,Books,Supplier E,111,17.78,In-Store,Not Returned,9.25,90x46x12 cm,10.91,Australia,DISCOUNT5,PayPal
536393.0,22111,SCANDINAVIAN REDS RIBBONS,10,Date: 12/1/2010 9:23,1.65,13450,Germany,Charlie Jones,charlie.jones@mail.com,815 Maple St,555-258-4223,Home & Garden,Supplier D,470,35.95,Online,Not Returned,8.79,90x13x62 cm,14.77,Europe,SALE15,Cash
536558.0,22139,RETROSPOT TEA SET CERAMIC 11 PC,6,12/1/2010 12:08,6.95,17214,Germany,Grace Jones,grace.jones@test.org,547 Main St,555-323-2136,Electronics,Supplier B,34,14.86,Online,Returned,2.65,82x89x97 cm,6.6,Europe,,Cash
536540.0,22623,BOX OF VINTAGE JIGSAW BLOCKS,3,12/1/2010 11:50,4.95,13811,Germany,Alice Taylor,alice.taylor@example.com,390 Broadway,555-987-4845,Sports,Supplier E,623,28.32,Online,Not Returned,6.63,60x43x76 cm,14.87,Australia,,PayPal
536407.0,22382,InvalidDescription123,5,01/01/1900 00:00,1.95,15141,Germany,Eva Johnson,eva.johnson@test.org,450 Ash St,555-638-2607,Clothing,Supplier C,776,23.8,Online,Returned,8.19,68x5x37 cm,19.99,Australia,SALE15,PayPal
536528.0,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,12/1/2010 11:38,3.39,18501,Germany,Frank Brown,frank.brown@demo.net,921 Cedar St,555-712-5090,Beauty,Supplier B,936,33.18,In-Store,Returned,5.6,72x92x31 cm,5.72,South America,PROMO10,PayPal
536619.0,22139,RETROSPOT TEA SET CERAMIC 11 PC,6,12/1/2010 13:09,6.95,12708,united kingdom,Henry Johnson,henry.johnson@mail.com,883 Elm St,555-771-7506,Beauty,Supplier C,369,46.84,In-Store,Returned,5.34,9x51x29 cm,19.66,Asia,PROMO10,Gift Card
